reporter,partner,value,year,source,axis,product_code,sub_category,unit
JP,AU,15350840.095,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,RU,14885829.734,2022,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,US,14838072.406,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,MZ,14754525.33,2023,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,NO,14663893.364,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,DE,14027469.478,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,PK,13679713.862,2022,un_comtrade,critical_inputs,2610,chromium_ore,USD
JP,IT,12553386.188,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,VN,12279389.328,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,ZA,12166079.797,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,PK,11778233.633,2023,un_comtrade,critical_inputs,2610,chromium_ore,USD
JP,LA,11558824.982,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,AU,11390152.58,2023,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,DE,11356015.227,2023,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,IN,11037995.993,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,ZM,10538019.359,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,GB,10434063.52,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,AU,10224417.978,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,IT,10193188.526,2023,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,SG,10063328.253,2022,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,DE,10011259.078,2022,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,AU,9976982.921,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,ZA,9785376.709,2023,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,SN,9705250.734,2023,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,TH,9585739.768,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,AU,9577577.32,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,FR,9408178.328,2022,un_comtrade,critical_inputs,2804,silicon,USD
JP,SN,9230784.191,2022,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,GB,9121420.862,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,KR,9094664.751,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,IN,9032603.956,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,FR,9030069.99,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,ZA,8814398.09,2022,un_comtrade,critical_inputs,2610,chromium_ore,USD
JP,GB,8464013.466,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,BE,8005109.506,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,SN,7940963.172,2023,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,PH,7854627.898,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,KR,7657984.734,2023,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,KR,7476873.521,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,CA,7193097.655,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,UA,7051370.529,2023,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,ZA,6849115.617,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,RU,6773517.592,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,BE,6607667.344,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,GB,6321077.751,2022,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,MY,6137612.684,2023,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,KR,6054191.857,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,EE,5663357.447,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,RU,5561356.237,2023,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,ZA,5548109.863,2023,un_comtrade,critical_inputs,2610,chromium_ore,USD
JP,NO,5515246.611,2023,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,RU,5496761.476,2023,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,PH,5157587.376,2023,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,FR,4928092.323,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,BR,4917111.18,2022,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,NL,4890617.051,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,IN,4853931.582,2022,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,BE,4832236.2,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,SG,4819402.662,2023,un_comtrade,critical_inputs,7110,platinum_group,USD
JP,KR,4806327.179,2024,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,TH,4707290.73,2022,un_comtrade,critical_inputs,2846,rare_earth_compounds,USD
JP,DE,4590308.091,2022,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,DE,4555722.052,2022,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,FR,4457899.772,2023,un_comtrade,critical_inputs,2825,lithium_compounds,USD
JP,SG,4316987.102,2023,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,UA,4294565.78,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,IT,4208183.188,2023,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,KR,4203443.319,2022,un_comtrade,critical_inputs,8108,titanium_unwrought,USD
JP,DE,4158592.918,2023,un_comtrade,critical_inputs,8105,cobalt_unwrought,USD
JP,ZA,4132911.607,2023,un_comtrade,critical_inputs,2804,silicon,USD
JP,NO,4127647.573,2022,un_comtrade,critical_inputs,2614,titanium_ore,USD
JP,ID,4109771.38,2023,un_comtrade,critical_inputs,2615,niobium_tantalum_ore,USD
JP,FR,4025082.843,2023,un_comtrade,critical_inputs,2836,lithium_carbonate,USD
JP,PH,3888275.376,2022,un_comtrade,critical_inputs,7110,platinum_group,USD
